"lat" "long" "id" "nome" "nil" "nilname"
"249" 45.4711935712812 9.19247344136238 80 "Manzoni" 2 "BRERA"
"250" 45.4643634398381 9.19486463069916 50 "Beccaria" 1 "DUOMO"
"251" 45.5017751069887 9.19842794537544 310 "Istria M5 - F. Testi" 12 "MACIACHINI - MAGGIOLINA"
"252" 45.4867364178838 9.13705235128873 229 "QT8 - Isernia" 66 "QT8"
"253" 45.5021806055055 9.15854762794879 252 "Bovisa - Lambruschini" 77 "BOVISA"
"254" 45.4979833097212 9.18686097269529 258 "Maciachini - Marche" 12 "MACIACHINI - MAGGIOLINA"
"255" 45.4623491113649 9.19102971943713 83 "Rastrelli - Larga - RIMOSSA PROVVISORIAMENTE" 1 "DUOMO"
"256" 45.4722468916165 9.20190274715424 59 "Palestro 2" 3 "GIARDINI PORTA VENEZIA"
"257" 45.5223790829468 9.21023234724998 329 "Chiese - F. Testi" 15 "BICOCCA"
"258" 45.443514101109 9.20308570872294 304 "Adamello - Lorenzini" 36 "SCALO ROMANA"
"259" 45.5050826454054 9.09434621935361 334 "Molino Dorino M1" 65 "GALLARATESE"
"260" 45.4838678460168 9.1885869204998 197 "Garibaldi - Sturzo" 9 "GARIBALDI REPUBBLICA"
"261" 45.5003830046672 9.20899383723736 311 "De Marchi - Lucini" 13 "GRECO"
"262" 45.5032480096457 9.21128310263157 312 "De Marchi - Bottelli" 13 "GRECO"
"263" 45.4968635864226 9.20285291969776 281 "Stefini - Ressi" 12 "MACIACHINI - MAGGIOLINA"
